files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.98  T=0.05 s (1409.5 files/s 177357.4 lines/s)"
72,C#,1202,3390,4996
3,MSBuild script,6,1,50
2,XML,0,1,43
77,SUM,1208,3392,5089
