files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.98  T=0.45 s (1984.3 files/s 170728.6 lines/s)"
848,C#,8605,25384,40563
18,MSBuild script,126,48,609
5,XML,44,193,506
17,Markdown,143,0,388
1,Visual Studio Solution,0,1,23
1,JSON,0,0,20
1,INI,2,0,5
891,SUM,8920,25626,42114
